,id,name,interest,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
1,828,Madewell,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
2,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
3,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
4,1009,Pandora,"[{'id': 130, 'name': 'Jewellery & Watches'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
5,1082,Puma,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
6,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
7,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
8,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
9,1434,Wyndham,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
10,1467,Universal,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
11,1757,Lane Bryant,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
12,1782,Clarks,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
13,11037,Monica Vinader,"[{'id': 130, 'name': 'Jewellery & Watches'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
14,13913,Amika,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
15,14362,SKIMS,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
16,14382,Tula,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
17,14426,Wilson,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1662975103
0,490,Fabletics,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
1,828,Madewell,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
2,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
3,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
4,1009,Pandora,"[{'id': 130, 'name': 'Jewellery & Watches'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
5,1082,Puma,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
6,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
7,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
8,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
9,1434,Wyndham,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
10,1467,Universal,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
11,1757,Lane Bryant,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
12,1782,Clarks,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
13,11037,Monica Vinader,"[{'id': 130, 'name': 'Jewellery & Watches'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
14,13913,Amika,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
15,14362,SKIMS,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
16,14382,Tula,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
17,14426,Wilson,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,whatkaliwears,1664431913
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
1,132,Anthropologie,"[{'id': 80, 'name': 'Beauty & Cosmetics'}, {'id': 1560, 'name': 'Home Decor, Furniture & Garden'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
2,480,Etsy,"[{'id': 36, 'name': 'Art & Design'}, {'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
3,697,J. C. Penney,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
4,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1664431628
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
1,132,Anthropologie,"[{'id': 80, 'name': 'Beauty & Cosmetics'}, {'id': 1560, 'name': 'Home Decor, Furniture & Garden'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
2,480,Etsy,"[{'id': 36, 'name': 'Art & Design'}, {'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
3,697,J. C. Penney,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
4,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662645713
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
1,132,Anthropologie,"[{'id': 80, 'name': 'Beauty & Cosmetics'}, {'id': 1560, 'name': 'Home Decor, Furniture & Garden'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
2,480,Etsy,"[{'id': 36, 'name': 'Art & Design'}, {'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
3,697,J. C. Penney,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
4,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,athomewithastra,1662974799
0,34,Adidas,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
2,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
3,176,Audi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
4,268,BMW,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
5,276,Bonneville,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
6,299,Budweiser,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
7,318,Canon,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
8,321,Carhartt,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
9,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
10,439,Dr. Martens,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
11,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
12,593,H&M,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
13,739,Kerastase,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
14,765,L'Oréal Paris,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
15,787,Lexus,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
16,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
17,964,NORDSTROM,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
18,1231,Spotify Music,"[{'id': 3, 'name': 'Music'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
19,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
20,1281,Taco Bell,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
21,1284,Target,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
22,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
23,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
24,1466,Summit Entertainment,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
25,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
26,13937,Barstool Sports,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
27,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
28,14350,YEEZY,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1664431557
0,34,Adidas,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
2,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
3,176,Audi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
4,268,BMW,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
5,276,Bonneville,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
6,299,Budweiser,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
7,318,Canon,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
8,321,Carhartt,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
9,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
10,439,Dr. Martens,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
11,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
12,593,H&M,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
13,739,Kerastase,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
14,765,L'Oréal Paris,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
15,787,Lexus,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
16,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
17,964,NORDSTROM,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
18,1231,Spotify Music,"[{'id': 3, 'name': 'Music'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
19,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
20,1281,Taco Bell,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
21,1284,Target,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
22,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
23,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
24,1466,Summit Entertainment,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
25,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
26,13937,Barstool Sports,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
27,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
28,14350,YEEZY,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662645401
0,34,Adidas,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
2,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
3,176,Audi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
4,268,BMW,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
5,276,Bonneville,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
6,299,Budweiser,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
7,318,Canon,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
8,321,Carhartt,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
9,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
10,439,Dr. Martens,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
11,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
12,593,H&M,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
13,739,Kerastase,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
14,765,L'Oréal Paris,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
15,787,Lexus,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
16,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
17,964,NORDSTROM,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
18,1231,Spotify Music,"[{'id': 3, 'name': 'Music'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
19,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
20,1281,Taco Bell,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
21,1284,Target,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
22,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
23,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
24,1466,Summit Entertainment,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
25,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
26,13937,Barstool Sports,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
27,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
28,14350,YEEZY,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,lexie_byers,1662974773
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
2,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
3,248,BH Cosmetics,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
4,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
5,588,Guess,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
6,593,H&M,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
7,765,L'Oréal Paris,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
8,945,Neutrogena,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
9,1147,Samsung Group,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
10,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
11,1237,Star Wars,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
12,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
13,1435,Xbox,"[{'id': 30, 'name': 'Gaming'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
14,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
15,1471,NFL,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
16,1565,PlayStation,"[{'id': 30, 'name': 'Gaming'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
17,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
18,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
19,14235,Fenty beauty,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662645498
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
2,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
3,248,BH Cosmetics,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
4,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
5,588,Guess,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
6,593,H&M,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
7,765,L'Oréal Paris,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
8,945,Neutrogena,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
9,1147,Samsung Group,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
10,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,hautechristian,1662974744
